Date,Weekday,Dayparts,OWNER,Station,Time Played,Artist,Title,Rel. Date,GRC,genre,ensemble,gender,race,city,b2b_gender
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,12:21:00 AM,"MOORE, KIP",Beer Money,2012,G,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,12:25:00 AM,"LYNCH, DUSTIN",Party Mode,2022,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,12:28:00 AM,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,12:31:00 AM,"COMBS, LUKE",The Kind Of Love We Make,2022,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,12:34:00 AM,"DAVIS, JORDAN",Singles You Up,2017,G,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,12:37:00 AM,"RHETT, THOMAS/GREEN, RILEY",Half Of Me,2022,R,c-,collab,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,12:40:00 AM,"TENPENNY, MITCHELL",Truth About You,2021,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,12:43:00 AM,"BRICE, LEE",Soul,2020,R,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,12:53:00 AM,"URBAN, KEITH",Brown Eyes Baby,2022,C,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,12:56:00 AM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,12:59:00 AM,"HUNT, SAM",Water Under The Bridge,2022,C,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,1:02:00 AM,"ALLEN, JIMMIE",down home,2022,C,c-,solo,men,black,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,1:05:00 AM,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,1:08:00 AM,"SHELTON, BLAKE",No Body,2022,C,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,1:17:00 AM,"HOUSER, RANDY",Note To Self,2022,C,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,1:21:00 AM,LADY ANTEBELLUM,Downtown,2013,G,c-,trio,male-female,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,1:24:00 AM,"HUBBARD, TYLER",5 Foot 9,2022,R,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,1:27:00 AM,"RAY, MICHAEL",Holy Water,2021,C,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,1:30:00 AM,"JACKSON, ALAN/BUFFETT, JIMMY",It's Five O'Clock Somewhere,2003,G,c-,collab,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,1:34:00 AM,"YOUNG, BRETT",You Didn't,2021,C,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,1:38:00 AM,"PARMALEE/BROWN, BLANCO",Just The Way,2019,R,c-,collab,men,multiethnic,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,1:41:00 AM,"MOORE, JUSTIN",With A Woman You Love,2021,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,1:50:00 AM,"CHESNEY, KENNY/OLD DOMINION",Beer With My…,2022,C,c-,collab,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,1:53:00 AM,"HUNT, SAM",Body Like A Back Road,2017,G,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,1:55:00 AM,"ALDEAN, JASON",That's What Tequila Does,2021,C,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,1:59:00 AM,"WALLEN, MORGAN",You Proof,2022,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,2:01:00 AM,"BENTLEY, DIERKS",Gold,2022,C,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,2:04:00 AM,"TENPENNY, MITCHELL",Truth About You,2021,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,2:07:00 AM,"SMITH, NATE",Whiskey On You,2022,C,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,2:16:00 AM,"BROWN, KANE/BROWN, KATELYN",Thank God,2022,C,c-,collab,male-female,multiethnic,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,2:19:00 AM,"ATKINS, RODNEY",If You're Going Through Hell,2005,G,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,2:23:00 AM,"WILSON, LAINEY",Heart Like A Truck,2022,C,c-,solo,women,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,2:26:00 AM,"SCOTT, DYLAN",New Truck,2021,R,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,2:28:00 AM,"PARDI, JON",Last Night Lonely,2022,R,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,2:31:00 AM,"BARRETT, GABBY",Pick Me Up,2021,C,c-,solo,women,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,2:34:00 AM,"ALDEAN, JASON",Take A Little Ride,2012,G,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,2:37:00 AM,"DAVIS, JORDAN",What My World Spins Around,2022,C,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,2:46:00 AM,"STAPLETON, CHRIS",Joy Of My Life,2020,R,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,2:50:00 AM,"SWINDELL, COLE",She Had Me At Heads Carolina,2022,R,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,2:53:00 AM,"KING, ELLE/BENTLEY, DIERKS",Worth A Shot,2022,C,c-,collab,male-female,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,2:56:00 AM,"URBAN, KEITH",Somebody Like You,2002,G,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:00:00 AM,"ANDRESS, INGRID/HUNT, SAM",Wishful Drinking,2021,R,c-,collab,male-female,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:03:00 AM,"HUBBARD, TYLER",5 Foot 9,2022,R,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:06:00 AM,"BALLERINI, KELSEA",Heartfirst,2022,C,c-,solo,women,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:16:00 AM,ZAC BROWN BAND,Out In The Middle,2021,C,c-,group,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:18:00 AM,PARMALEE,Take My Name,2021,R,c-,group,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:21:00 AM,"COMBS, LUKE",The Kind Of Love We Make,2022,R,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:24:00 AM,"DICKERSON, RUSSELL/SCOTT, JAKE",She Likes It,2021,R,c-,collab,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:27:00 AM,"CHESNEY, KENNY",Summertime,2005,G,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:30:00 AM,"DEAN, JACKSON",Don't Come Lookin',2021,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:33:00 AM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:36:00 AM,"MOON, NIKO",Easy Tonight,2022,C,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:45:00 AM,"PEARCE, CARLY",What He Didn't Do,2021,C,c-,solo,women,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:48:00 AM,"WALLEN, MORGAN",You Proof,2022,R,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:51:00 AM,"UNDERWOOD, CARRIE",Ghost Story,2022,R,c-,solo,women,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:54:00 AM,FLORIDA GEORGIA LINE,This Is How We Roll,2013,G,c-,duo,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,3:57:00 AM,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:00:00 AM,"LYNCH, DUSTIN",Party Mode,2022,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:04:00 AM,"SCOTT, DYLAN",New Truck,2021,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:06:00 AM,"URBAN, KEITH",Brown Eyes Baby,2022,C,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:14:00 AM,"SHELTON, BLAKE",A Guy With A Girl,2016,G,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:17:00 AM,"MOORE, JUSTIN",With A Woman You Love,2021,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:19:00 AM,"TENPENNY, MITCHELL",Truth About You,2021,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:23:00 AM,"RHETT, THOMAS/GREEN, RILEY",Half Of Me,2022,R,c-,collab,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:25:00 AM,"RICE, CHASE",Ready Set Roll,2013,G,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:28:00 AM,JELLY ROLL,Son Of A Sinner,2021,C,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:32:00 AM,"SWINDELL, COLE",She Had Me At Heads Carolina,2022,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:35:00 AM,"ZIMMERMAN, BAILEY",Fall In Love,2022,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:45:00 AM,"HUNT, SAM",Water Under The Bridge,2022,C,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:47:00 AM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:51:00 AM,"BRICE, LEE",Soul,2020,R,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:54:00 AM,"SCOTT, DYLAN",Can't Have Mine (Find You A..),2022,C,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,4:57:00 AM,"BENTLEY, DIERKS",Gone,2020,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:00:00 AM,"ALDEAN, JASON",Tonight Looks Good On You,2014,G,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:12:00 AM,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:15:00 AM,"BRYAN, LUKE",Country On,2022,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:18:00 AM,"BROWN, KANE/ALAINA, LAUREN",What Ifs,2016,G,c-,collab,male-female,multiethnic,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:21:00 AM,"HARDY/WILSON, LAINEY",wait in the truck,2022,C,c-,collab,male-female,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:34:00 AM,"HUBBARD, TYLER",5 Foot 9,2022,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:37:00 AM,ZAC BROWN BAND,Whatever It Is,2008,G,c-,group,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:40:00 AM,"ALLEN, JIMMIE",down home,2022,C,c-,solo,men,black,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:43:00 AM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:46:00 AM,"PARDI, JON",Last Night Lonely,2022,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:49:00 AM,"HUNT, SAM",Make You Miss Me,2014,G,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:53:00 AM,"ALDEAN, JASON",That's What Tequila Does,2021,C,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",OVN,iHeartMedia,WFUS-FM,5:56:00 AM,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,Tampa,X
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,6:10:00 AM,"YOUNG, CHRIS/TENPENNY, MITCHELL",At The End Of A Bar,2021,R,c-,collab,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,6:19:00 AM,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,6:25:00 AM,"BRYAN, LUKE",Knockin' Boots,2019,G,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,6:37:00 AM,"PARDI, JON",Last Night Lonely,2022,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,6:47:00 AM,"UNDERWOOD, CARRIE",Before He Cheats,2005,G,c-,solo,women,white,Tampa,B2Bmen
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,6:51:00 AM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,6:55:00 AM,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,7:03:00 AM,"CHESNEY, KENNY",How Forever Feels,1998,G,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,7:10:00 AM,"UNDERWOOD, CARRIE",Before He Cheats,2005,G,c-,solo,women,white,Tampa,B2Bmen
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,7:12:00 AM,"YEARWOOD, TRISHA",She's In Love With The Boy,1991,G,c-,solo,women,white,Tampa,B2Bmen
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,7:42:00 AM,"UNDERWOOD, CARRIE",Ghost Story,2022,R,c-,solo,women,white,Tampa,B2Bmen
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,7:51:00 AM,"BRYAN, LUKE",I Don't Want This Night To End,2011,G,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,7:55:00 AM,"SWINDELL, COLE",She Had Me At Heads Carolina,2022,R,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,8:03:00 AM,"COMBS, LUKE",The Kind Of Love We Make,2022,R,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,8:22:00 AM,"MCCOLLUM, PARKER",Handle On You,2022,C,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,8:26:00 AM,"MCCOLLUM, PARKER",Pretty Heart,2019,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,8:35:00 AM,"MCCOLLUM, PARKER",To Be Loved By You,2020,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,8:49:00 AM,"JACKSON, ALAN",Remember When,2003,G,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,8:53:00 AM,"TENPENNY, MITCHELL",Truth About You,2021,R,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,8:58:00 AM,"OWEN, JAKE",Homemade,2019,G,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,9:04:00 AM,"CHESNEY, KENNY",How Forever Feels,1998,G,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,9:13:00 AM,"YEARWOOD, TRISHA",She's In Love With The Boy,1991,G,c-,solo,women,white,Tampa,X
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,9:41:00 AM,"MOORE, JUSTIN",With A Woman You Love,2021,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,9:51:00 AM,"WALLEN, MORGAN",You Proof,2022,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,9:54:00 AM,LADY ANTEBELLUM,Need You Now,2009,G,c-,trio,male-female,white,Tampa,X
9/30/22,"Friday, regular",AMD,iHeartMedia,WFUS-FM,9:58:00 AM,"BRICE, LEE",One Of Them Girls,2020,G,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:01:00 AM,"BARRETT, GABBY",Pick Me Up,2021,C,c-,solo,women,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:04:00 AM,"BRYAN, LUKE",One Margarita,2020,G,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:07:00 AM,"TENPENNY, MITCHELL",Truth About You,2021,R,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:18:00 AM,"COMBS, LUKE",When It Rains It Pours,2017,G,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:22:00 AM,"BENTLEY, DIERKS",Gold,2022,C,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:25:00 AM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:28:00 AM,"CHESNEY, KENNY",Beer In Mexico,2005,G,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:32:00 AM,"SWINDELL, COLE",She Had Me At Heads Carolina,2022,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:35:00 AM,"SHELTON, BLAKE/STEFANI, GWEN",Nobody But You,2019,G,c-,collab,male-female,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:38:00 AM,"MOORE, JUSTIN",With A Woman You Love,2021,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:48:00 AM,"PARDI, JON",Last Night Lonely,2022,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:51:00 AM,"GILBERT, BRANTLEY",Bottoms Up,2013,G,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:54:00 AM,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,10:57:00 AM,"BRYAN, LUKE",I Don't Want This Night To End,2011,G,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:01:00 AM,"OWEN, JAKE",Made For You,2018,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:05:00 AM,OLD DOMINION,Break Up With Him,2014,G,c-,group,men,white,Tampa,X
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:08:00 AM,"UNDERWOOD, CARRIE",Ghost Story,2022,R,c-,solo,women,white,Tampa,X
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:18:00 AM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,Tampa,X
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:22:00 AM,"COMBS, LUKE",The Kind Of Love We Make,2022,R,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:25:00 AM,DIXIE CHICKS,Cowboy Take Me Away,1999,G,c-,trio,women,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:29:00 AM,"HUBBARD, TYLER",5 Foot 9,2022,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:32:00 AM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:35:00 AM,"BRYAN, LUKE",Kick The Dust Up,2015,G,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:38:00 AM,"ANDRESS, INGRID/HUNT, SAM",Wishful Drinking,2021,R,c-,collab,male-female,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:48:00 AM,"WALLEN, MORGAN",You Proof,2022,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:51:00 AM,ELI YOUNG BAND,Love Ain't,2018,G,c-,group,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:54:00 AM,"DAVIS, JORDAN",What My World Spins Around,2022,C,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,11:57:00 AM,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:00:00 PM,"TENPENNY, MITCHELL",Truth About You,2021,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:04:00 PM,"HILL, FAITH",The Way You Love Me,2000,G,c-,solo,women,white,Tampa,X
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:06:00 PM,"COMBS, LUKE",She Got The Best Of Me,2018,G,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:09:00 PM,"SCOTT, DYLAN",New Truck,2021,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:12:00 PM,ZAC BROWN BAND,Out In The Middle,2021,C,c-,group,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:14:00 PM,"YOUNG, CHRIS",I'm Comin' Over,2015,G,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:17:00 PM,PARMALEE,Take My Name,2021,R,c-,group,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:20:00 PM,"RHETT, THOMAS/GREEN, RILEY",Half Of Me,2022,R,c-,collab,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:23:00 PM,"NICHOLS, JOE",Gimmie That Girl,2009,G,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:26:00 PM,"ALLEN, JIMMIE/PAISLEY, BRAD",Freedom Was A Highway,2020,R,c-,collab,men,multiethnic,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:29:00 PM,"SWINDELL, COLE",She Had Me At Heads Carolina,2022,R,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:33:00 PM,"BENTLEY, DIERKS",Somewhere On A Beach,2016,G,c-,solo,men,white,Tampa,B2Bmen
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:36:00 PM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Tampa,X
9/30/22,"Friday, regular",MID,iHeartMedia,WFUS-FM,12:39:00 PM,"MOORE, JUSTIN",With A Woman You Love,2021,R,c-,solo,men,white,Tampa,B2Bwomen
