Date,Weekday,Dayparts,OWNER,Station,Time Played,Artist,Title,Rel. Date,GRC,genre,ensemble,gender,race,city,b2b_gender
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,2:52:00 AM,OLD DOMINION,No Hard Feelings,2021,R,c-,group,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,2:55:00 AM,"ALDEAN, JASON",She's Country,2008,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,2:59:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Tampa,X
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,3:02:00 AM,"SCOTT, DYLAN",New Truck,2021,R,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,3:04:00 AM,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,3:07:00 AM,"JANSON, CHRIS",Keys To The Country,2022,C,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,3:15:00 AM,"BARRETT, GABBY",Pick Me Up,2021,C,c-,solo,women,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,3:18:00 AM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,3:21:00 AM,"SMITH, NATE",Whiskey On You,2022,C,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,3:24:00 AM,"MCGRAW, TIM",7500 OBO,2020,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,3:28:00 AM,"TURNER, JOSH",Would You Go With Me,2006,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,3:31:00 AM,"UNDERWOOD, CARRIE",Ghost Story,2022,R,c-,solo,women,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,3:34:00 AM,"PARMALEE/BROWN, BLANCO",Just The Way,2019,R,c-,collab,men,multiethnic,Tampa,X
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,3:37:00 AM,LADY ANTEBELLUM,What A Song Can Do,2021,R,c-,trio,male-female,white,Tampa,X
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,3:46:00 AM,"BRICE, LEE",Soul,2020,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,3:49:00 AM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,3:52:00 AM,"CHESNEY, KENNY",Everyone She Knows,2020,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,3:55:00 AM,"YOUNG, CHRIS",Who I Am With You,2013,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,3:58:00 AM,"URBAN, KEITH",Wild Hearts,2021,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,4:01:00 AM,"TENPENNY, MITCHELL",Truth About You,2021,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,4:04:00 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,4:07:00 AM,JELLY ROLL,Son Of A Sinner,2021,C,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,4:16:00 AM,FLORIDA GEORGIA LINE,Sippin' On Fire,2014,G,c-,duo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,4:19:00 AM,"RAY, MICHAEL",Holy Water,2021,C,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,4:22:00 AM,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,4:26:00 AM,"MOORE, JUSTIN",With A Woman You Love,2021,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,4:28:00 AM,"RUCKER, DARIUS",Wagon Wheel,2012,G,c-,solo,men,black,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,4:32:00 AM,"WADE, MORGAN",Wilder Days,2021,R,c-,solo,women,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,4:36:00 AM,PARMALEE,Take My Name,2021,R,c-,group,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,4:38:00 AM,ZAC BROWN BAND,Out In The Middle,2021,C,c-,group,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,4:46:00 AM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,4:49:00 AM,"SWINDELL, COLE",Single Saturday Night,2020,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,4:52:00 AM,"YOUNG, CHRIS/TENPENNY, MITCHELL",At The End Of A Bar,2021,R,c-,collab,men,white,Tampa,X
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,4:55:00 AM,"ALDEAN, JASON",Girl Like You,2018,G,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,4:58:00 AM,"ANDRESS, INGRID/HUNT, SAM",Wishful Drinking,2021,R,c-,collab,male-female,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,5:09:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,5:12:00 AM,"ALLEN, JIMMIE",down home,2022,C,c-,solo,men,black,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,5:15:00 AM,"CHURCH, ERIC",Drink In My Hand,2011,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,5:18:00 AM,"PARDI, JON",Last Night Lonely,2022,R,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,5:29:00 AM,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,5:32:00 AM,"CHESNEY, KENNY",Young,2001,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,5:36:00 AM,"HUBBARD, TYLER",5 Foot 9,2022,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,5:39:00 AM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,5:43:00 AM,"OWEN, JAKE",Best Thing Since Backroads,2021,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,5:46:00 AM,"HOUSER, RANDY",Runnin' Outta Moonlight,2013,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,5:49:00 AM,"LAMBERT, MIRANDA",If I Was A Cowboy,2021,R,c-,solo,women,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,5:52:00 AM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,Tampa,X
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,5:55:00 AM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,Tampa,X
6/13/22,"Monday, Pearce",OVN,iHeartMedia,WFUS-FM,5:58:00 AM,"MCGRAW, TIM",Just To See You Smile,1997,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,6:06:00 AM,"HAYES, WALKER",AA,2021,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,6:09:00 AM,"CHESNEY, KENNY",Save It For A Rainy Day,2014,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,6:19:00 AM,PARMALEE,Take My Name,2021,R,c-,group,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,6:36:00 AM,"DEGRAW, GAVIN",Ford,2022,C,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,6:50:00 AM,RASCAL FLATTS,Life Is A Highway,2006,G,c-,trio,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,6:56:00 AM,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,7:04:00 AM,"CHESNEY, KENNY",Get Along,2018,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,7:07:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,7:16:00 AM,"BRYAN, LUKE","Sunrise, Sunburn, Sunset",2017,G,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,7:27:00 AM,"URBAN, KEITH",Wild Hearts,2021,R,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,7:41:00 AM,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,7:50:00 AM,"ALDEAN, JASON",She's Country,2008,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,7:54:00 AM,"RHETT, THOMAS",Slow Down Summer,2021,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,7:59:00 AM,FLORIDA GEORGIA LINE,Long Live,2020,R,c-,duo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,8:04:00 AM,"CHESNEY, KENNY",Knowing You,2020,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,8:07:00 AM,"BRICE, LEE",Hard To Love,2012,G,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,8:35:00 AM,"DEGRAW, GAVIN",Ford,2022,C,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,8:48:00 AM,"UNDERWOOD, CARRIE",Before He Cheats,2005,G,c-,solo,women,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,8:51:00 AM,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,8:57:00 AM,"RODGERS, JAMESON",Some Girls,2017,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,9:00:00 AM,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,9:07:00 AM,PARMALEE,Take My Name,2021,R,c-,group,men,white,Tampa,X
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,9:09:00 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,9:26:00 AM,"BENTLEY, DIERKS",Living,2018,G,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,9:41:00 AM,"BROWN, KANE",Like I Love Country Music,2022,R,c-,solo,men,multiethnic,Tampa,B2Bmen
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,9:52:00 AM,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,9:55:00 AM,KID ROCK,All Summer Long,2007,G,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",AMD,iHeartMedia,WFUS-FM,9:58:00 AM,"SCOTT, DYLAN",New Truck,2021,R,c-,solo,men,white,Tampa,B2Bwomen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,10:01:00 AM,"DAVIS, JORDAN",What My World Spins Around,2022,C,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,10:04:00 AM,"BRYAN, LUKE",Down To One,2020,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,10:07:00 AM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,10:17:00 AM,"COMBS, LUKE",Lovin' On You,2019,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,10:21:00 AM,FLORIDA GEORGIA LINE,Get Your Shine On,2012,G,c-,duo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,10:24:00 AM,"YOUNG, CHRIS/TENPENNY, MITCHELL",At The End Of A Bar,2021,R,c-,collab,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,10:27:00 AM,"URBAN, KEITH",Wild Hearts,2021,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,10:30:00 AM,"ATKINS, RODNEY",If You're Going Through Hell,2005,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,10:33:00 AM,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,10:36:00 AM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,10:46:00 AM,"BROWN, KANE",Like I Love Country Music,2022,R,c-,solo,men,multiethnic,Tampa,X
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,10:49:00 AM,LADY ANTEBELLUM,Bartender,2014,G,c-,trio,male-female,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,10:52:00 AM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,10:56:00 AM,"GRACIN, JOSH",Nothin' To Lose,2004,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,10:59:00 AM,"UNDERWOOD, CARRIE",Ghost Story,2022,R,c-,solo,women,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,11:02:00 AM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,11:05:00 AM,"COMBS, LUKE",When It Rains It Pours,2017,G,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,11:09:00 AM,"TENPENNY, MITCHELL",Truth About You,2021,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,11:20:00 AM,"YOUNG, CHRIS",Hangin' On,2017,G,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,11:22:00 AM,"OWEN, JAKE",Best Thing Since Backroads,2021,R,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,11:26:00 AM,"STRAIT, GEORGE",Check Yes Or No,1995,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,11:28:00 AM,PARMALEE,Take My Name,2021,R,c-,group,men,white,Tampa,X
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,11:31:00 AM,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,Tampa,X
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,11:34:00 AM,"BRYAN, LUKE",Drink A Beer,2013,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,11:37:00 AM,OLD DOMINION,No Hard Feelings,2021,R,c-,group,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,11:48:00 AM,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,11:51:00 AM,"DICKERSON, RUSSELL",Love You Like I Used To,2020,G,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,11:54:00 AM,"MCGRAW, TIM",7500 OBO,2020,R,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,11:58:00 AM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,12:00:00 PM,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,12:04:00 PM,ALABAMA,Mountain Music,1982,G,c-,group,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,12:07:00 PM,"URBAN, KEITH",Wild Hearts,2021,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,12:10:00 PM,"LAMBERT, MIRANDA",If I Was A Cowboy,2021,R,c-,solo,women,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,12:13:00 PM,"PAISLEY, BRAD",The World,2005,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,12:17:00 PM,"HUNT, SAM",Leave The Night On,2014,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,12:20:00 PM,"YOUNG, CHRIS/BROWN, KANE",Famous Friends,2020,R,c-,collab,men,multiethnic,Tampa,X
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,12:23:00 PM,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,Tampa,X
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,12:26:00 PM,ZAC BROWN BAND,Chicken Fried,2008,G,c-,group,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,12:29:00 PM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,12:32:00 PM,MIDLAND,Drinkin' Problem,2016,G,c-,trio,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,12:36:00 PM,"BRYAN, LUKE",One Margarita,2020,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,12:39:00 PM,"BARRETT, GABBY",Pick Me Up,2021,C,c-,solo,women,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,12:41:00 PM,"CHESNEY, KENNY",Beer In Mexico,2005,G,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,12:45:00 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Tampa,B2Bwomen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,12:48:00 PM,"SCOTT, DYLAN",New Truck,2021,R,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,12:51:00 PM,LADY ANTEBELLUM,Downtown,2013,G,c-,trio,male-female,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,1:04:00 PM,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,1:08:00 PM,"SHELTON, BLAKE",Boys 'Round Here,2013,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,1:11:00 PM,"PARDI, JON",Last Night Lonely,2022,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,1:14:00 PM,"HUNT, SAM",23,2021,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,1:17:00 PM,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,1:20:00 PM,"URBAN, KEITH",Somebody Like You,2002,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,1:23:00 PM,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,1:34:00 PM,"ALDEAN, JASON",Girl Like You,2018,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,1:37:00 PM,"YOUNG, CHRIS/TENPENNY, MITCHELL",At The End Of A Bar,2021,R,c-,collab,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,1:40:00 PM,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,1:43:00 PM,"CHESNEY, KENNY",Everyone She Knows,2020,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,1:46:00 PM,"MOORE, KIP",Beer Money,2012,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,1:50:00 PM,PARMALEE,Take My Name,2021,R,c-,group,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,1:52:00 PM,"MCGRAW, TIM","I Like It, I Love It",1995,G,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,2:03:00 PM,"OWEN, JAKE",Best Thing Since Backroads,2021,R,c-,solo,men,white,Tampa,X
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,2:06:00 PM,"BRICE, LEE",One Of Them Girls,2020,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,2:09:00 PM,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,2:12:00 PM,BROOKS & DUNN,Ain't Nothing 'Bout You,2001,G,c-,duo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,2:15:00 PM,"RAY, MICHAEL",Holy Water,2021,C,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,2:19:00 PM,"LYNCH, DUSTIN/PORTER, MACKENZIE",Thinking 'Bout You,2020,R,c-,collab,male-female,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,2:21:00 PM,"BRYAN, LUKE",Play It Again,2013,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,2:32:00 PM,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,2:35:00 PM,"COMBS, LUKE",Better Together,2019,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,2:38:00 PM,"HAYES, WALKER",AA,2021,R,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,2:41:00 PM,"CHESNEY, KENNY",How Forever Feels,1998,G,c-,solo,men,white,Tampa,B2Bmen
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,2:44:00 PM,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,Tampa,X
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,2:48:00 PM,"BROWN, KANE",Like I Love Country Music,2022,R,c-,solo,men,multiethnic,Tampa,X
6/13/22,"Monday, Pearce",MID,iHeartMedia,WFUS-FM,2:50:00 PM,LANCO,Greatest Love Story,2016,G,c-,group,men,white,Tampa,B2Bmen
